1.000000000000000167e-06,7.600000000000000089e-01
1.300000000000000047e-06,7.600000000000000089e-01
1.400000000000000148e-06,7.600000000000000089e-01
1.500000000000000038e-06,7.800000000000000266e-01
1.600000000000000139e-06,8.249999999999999556e-01
1.700000000000000029e-06,8.299999999999999600e-01
1.800000000000000130e-06,8.199999999999999512e-01
1.900000000000000020e-06,8.299999999999999600e-01
2.000000000000000333e-06,8.750000000000000000e-01
2.100000000000000223e-06,8.399999999999999689e-01
2.200000000000000112e-06,8.100000000000000533e-01
2.300000000000000002e-06,8.000000000000000444e-01
2.400000000000000315e-06,6.600000000000000311e-01
2.500000000000000205e-06,4.000000000000000083e-02
